,City Name,Package,Variety,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Item Size,Color,Repack,Year,Month
452,BOSTON,36 inch bins,PIE TYPE,2016-10-22,200.0,240.0,210.0,210.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
453,BOSTON,36 inch bins,PIE TYPE,2016-10-22,250.0,280.0,250.0,255.0,MICHIGAN,med-lge,ORANGE,N,2016,10
454,BOSTON,36 inch bins,PIE TYPE,2016-10-22,180.0,225.0,200.0,210.0,PENNSYLVANIA,med-lge,ORANGE,N,2016,10
455,BOSTON,36 inch bins,PIE TYPE,2016-10-22,175.0,225.0,175.0,180.0,PENNSYLVANIA,sml,ORANGE,N,2016,10
456,BOSTON,36 inch bins,PIE TYPE,2016-10-22,200.0,220.0,200.0,210.0,VERMONT,sml,ORANGE,N,2016,10
457,BOSTON,36 inch bins,PIE TYPE,2016-10-29,170.0,220.0,200.0,200.0,CANADA,sml,ORANGE,N,2016,10
458,BOSTON,36 inch bins,PIE TYPE,2016-10-29,250.0,300.0,260.0,275.0,MASSACHUSETTS,med-lge,ORANGE,N,2016,10
459,BOSTON,36 inch bins,PIE TYPE,2016-10-29,200.0,240.0,210.0,210.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
460,BOSTON,36 inch bins,PIE TYPE,2016-10-29,250.0,280.0,250.0,255.0,MICHIGAN,med-lge,ORANGE,N,2016,10
461,BOSTON,36 inch bins,PIE TYPE,2016-10-29,180.0,225.0,200.0,210.0,PENNSYLVANIA,med-lge,ORANGE,N,2016,10
462,BOSTON,36 inch bins,PIE TYPE,2016-10-29,175.0,225.0,175.0,180.0,PENNSYLVANIA,sml,ORANGE,N,2016,10
463,BOSTON,36 inch bins,PIE TYPE,2016-10-29,200.0,220.0,200.0,210.0,VERMONT,sml,ORANGE,N,2016,10
464,BOSTON,36 inch bins,PIE TYPE,2016-11-05,240.0,300.0,260.0,275.0,MASSACHUSETTS,med-lge,ORANGE,N,2016,11
465,BOSTON,36 inch bins,PIE TYPE,2016-11-05,190.0,240.0,210.0,210.0,MASSACHUSETTS,sml,ORANGE,N,2016,11
466,BOSTON,36 inch bins,PIE TYPE,2016-11-05,240.0,240.0,240.0,240.0,NEW YORK,med-lge,ORANGE,N,2016,11
467,BOSTON,36 inch bins,PIE TYPE,2016-11-05,190.0,190.0,190.0,190.0,PENNSYLVANIA,med-lge,ORANGE,N,2016,11
468,BOSTON,36 inch bins,PIE TYPE,2016-11-12,200.0,240.0,200.0,220.0,MASSACHUSETTS,med-lge,ORANGE,N,2016,11
469,BOSTON,36 inch bins,PIE TYPE,2016-11-12,200.0,240.0,200.0,220.0,NEW YORK,med-lge,ORANGE,N,2016,11
470,BOSTON,36 inch bins,PIE TYPE,2016-11-12,200.0,240.0,200.0,220.0,PENNSYLVANIA,med-lge,ORANGE,N,2016,11
471,BOSTON,36 inch bins,PIE TYPE,2016-11-19,200.0,220.0,200.0,200.0,MASSACHUSETTS,med-lge,ORANGE,N,2016,11
472,BOSTON,36 inch bins,PIE TYPE,2016-11-19,200.0,220.0,200.0,200.0,NEW YORK,med-lge,ORANGE,N,2016,11
473,BOSTON,36 inch bins,PIE TYPE,2016-11-19,200.0,220.0,200.0,200.0,PENNSYLVANIA,med-lge,ORANGE,N,2016,11
474,BOSTON,36 inch bins,PIE TYPE,2016-11-26,200.0,220.0,200.0,200.0,MASSACHUSETTS,med-lge,ORANGE,N,2016,11
475,BOSTON,36 inch bins,PIE TYPE,2016-11-26,200.0,220.0,200.0,200.0,NEW YORK,med-lge,ORANGE,N,2016,11
476,BOSTON,36 inch bins,PIE TYPE,2016-11-26,200.0,220.0,200.0,200.0,PENNSYLVANIA,med-lge,ORANGE,N,2016,11
477,BOSTON,36 inch bins,PIE TYPE,2017-09-02,300.0,300.0,300.0,300.0,MASSACHUSETTS,sml,ORANGE,N,2017,9
478,BOSTON,36 inch bins,PIE TYPE,2017-09-09,300.0,300.0,300.0,300.0,MASSACHUSETTS,sml,ORANGE,N,2017,9
479,BOSTON,36 inch bins,PIE TYPE,2017-09-09,200.0,200.0,200.0,200.0,PENNSYLVANIA,sml,ORANGE,N,2017,9
480,BOSTON,36 inch bins,PIE TYPE,2017-09-16,270.0,300.0,280.0,300.0,MASSACHUSETTS,med-lge,ORANGE,N,2017,9
481,BOSTON,36 inch bins,PIE TYPE,2017-09-16,270.0,300.0,280.0,300.0,PENNSYLVANIA,xlge,ORANGE,N,2017,9
482,BOSTON,36 inch bins,PIE TYPE,2017-09-16,270.0,300.0,280.0,300.0,PENNSYLVANIA,med-lge,ORANGE,N,2017,9
483,BOSTON,36 inch bins,PIE TYPE,2017-09-23,270.0,300.0,280.0,300.0,MASSACHUSETTS,med-lge,ORANGE,N,2017,9
484,BOSTON,36 inch bins,PIE TYPE,2017-09-23,270.0,300.0,280.0,300.0,PENNSYLVANIA,xlge,ORANGE,N,2017,9
485,BOSTON,36 inch bins,PIE TYPE,2017-09-23,270.0,300.0,280.0,300.0,PENNSYLVANIA,med-lge,ORANGE,N,2017,9
486,BOSTON,36 inch bins,PIE TYPE,2017-09-30,270.0,300.0,280.0,300.0,MASSACHUSETTS,med-lge,ORANGE,N,2017,9
487,BOSTON,36 inch bins,PIE TYPE,2017-09-30,270.0,300.0,280.0,300.0,PENNSYLVANIA,xlge,ORANGE,N,2017,9
488,BOSTON,36 inch bins,PIE TYPE,2017-09-30,270.0,300.0,280.0,300.0,PENNSYLVANIA,med-lge,ORANGE,N,2017,9
489,BOSTON,bushel cartons,PIE TYPE,2017-09-23,20.0,24.0,24.0,24.0,MASSACHUSETTS,med-lge,ORANGE,N,2017,9
490,BOSTON,bushel cartons,PIE TYPE,2017-09-30,20.0,24.0,24.0,24.0,MASSACHUSETTS,med-lge,ORANGE,N,2017,9
491,BOSTON,24 inch bins,BLUE TYPE,2016-09-24,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,9
492,BOSTON,24 inch bins,BLUE TYPE,2016-10-01,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
493,BOSTON,24 inch bins,BLUE TYPE,2016-10-08,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
494,BOSTON,24 inch bins,BLUE TYPE,2016-10-15,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
495,BOSTON,24 inch bins,BLUE TYPE,2016-10-22,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
496,BOSTON,24 inch bins,BLUE TYPE,2016-10-29,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
497,BOSTON,24 inch bins,BLUE TYPE,2016-11-05,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,11
498,BOSTON,24 inch bins,KNUCKLE HEAD,2016-09-24,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,9
499,BOSTON,24 inch bins,KNUCKLE HEAD,2016-10-01,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
500,BOSTON,24 inch bins,KNUCKLE HEAD,2016-10-08,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
501,BOSTON,24 inch bins,KNUCKLE HEAD,2016-10-15,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
502,BOSTON,24 inch bins,KNUCKLE HEAD,2016-10-22,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
503,BOSTON,24 inch bins,KNUCKLE HEAD,2016-10-29,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
504,BOSTON,24 inch bins,KNUCKLE HEAD,2016-11-05,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,11
505,BOSTON,24 inch bins,BIG MACK TYPE,2016-09-24,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,9
506,BOSTON,24 inch bins,BIG MACK TYPE,2016-10-01,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
507,BOSTON,24 inch bins,BIG MACK TYPE,2016-10-08,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
508,BOSTON,24 inch bins,BIG MACK TYPE,2016-10-15,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
509,BOSTON,24 inch bins,BIG MACK TYPE,2016-10-22,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
510,BOSTON,24 inch bins,BIG MACK TYPE,2016-10-29,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,10
511,BOSTON,24 inch bins,BIG MACK TYPE,2016-11-05,260.0,285.0,285.0,285.0,MASSACHUSETTS,xlge,ORANGE,N,2016,11
512,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-09,175.0,175.0,175.0,175.0,MASSACHUSETTS,sml,ORANGE,N,2017,9
513,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-16,200.0,225.0,225.0,225.0,MASSACHUSETTS,jbo,ORANGE,N,2017,9
514,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-16,175.0,200.0,200.0,200.0,MASSACHUSETTS,xlge,ORANGE,N,2017,9
515,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-16,175.0,200.0,200.0,200.0,MASSACHUSETTS,lge,ORANGE,N,2017,9
516,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-16,175.0,200.0,200.0,200.0,MASSACHUSETTS,med,ORANGE,N,2017,9
517,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-16,175.0,200.0,175.0,175.0,MASSACHUSETTS,sml,ORANGE,N,2017,9
518,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-16,200.0,225.0,225.0,225.0,PENNSYLVANIA,jbo,ORANGE,N,2017,9
519,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-16,175.0,200.0,200.0,200.0,PENNSYLVANIA,xlge,ORANGE,N,2017,9
520,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-23,200.0,225.0,210.0,225.0,MASSACHUSETTS,jbo,ORANGE,N,2017,9
521,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-23,175.0,200.0,185.0,200.0,MASSACHUSETTS,xlge,ORANGE,N,2017,9
522,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-23,175.0,200.0,175.0,200.0,MASSACHUSETTS,lge,ORANGE,N,2017,9
523,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-23,175.0,200.0,175.0,200.0,MASSACHUSETTS,med,ORANGE,N,2017,9
524,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-23,175.0,200.0,175.0,175.0,MASSACHUSETTS,sml,ORANGE,N,2017,9
525,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-23,200.0,225.0,225.0,225.0,PENNSYLVANIA,jbo,ORANGE,N,2017,9
526,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-23,175.0,200.0,185.0,200.0,PENNSYLVANIA,xlge,ORANGE,N,2017,9
527,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-30,200.0,225.0,210.0,225.0,MASSACHUSETTS,jbo,ORANGE,N,2017,9
528,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-30,175.0,200.0,185.0,200.0,MASSACHUSETTS,xlge,ORANGE,N,2017,9
529,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-30,175.0,200.0,175.0,190.0,MASSACHUSETTS,lge,ORANGE,N,2017,9
530,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-30,175.0,200.0,175.0,185.0,MASSACHUSETTS,med,ORANGE,N,2017,9
531,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-30,175.0,200.0,175.0,175.0,MASSACHUSETTS,sml,ORANGE,N,2017,9
532,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-30,200.0,225.0,225.0,225.0,PENNSYLVANIA,jbo,ORANGE,N,2017,9
533,BOSTON,36 inch bins,BIG MACK TYPE,2017-09-30,175.0,200.0,185.0,200.0,PENNSYLVANIA,xlge,ORANGE,N,2017,9
534,BOSTON,1/2 bushel cartons,MINIATURE,2016-09-24,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,9
535,BOSTON,1/2 bushel cartons,MINIATURE,2016-09-24,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,9
536,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-01,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
537,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-01,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
538,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-08,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
539,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-08,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
540,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-15,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
541,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-15,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
542,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-22,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
543,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-22,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
544,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-29,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
545,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-29,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
546,BOSTON,1/2 bushel cartons,MINIATURE,2016-11-05,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,11
547,BOSTON,1/2 bushel cartons,MINIATURE,2016-11-05,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,11
548,BOSTON,1/2 bushel cartons,MINIATURE,2016-09-24,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,9
549,BOSTON,1/2 bushel cartons,MINIATURE,2016-09-24,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,9
550,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-01,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
551,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-01,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
552,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-08,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
553,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-08,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
554,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-15,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
555,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-15,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
556,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-22,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
557,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-22,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
558,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-29,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,10
559,BOSTON,1/2 bushel cartons,MINIATURE,2016-10-29,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,10
560,BOSTON,1/2 bushel cartons,MINIATURE,2016-11-05,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,WHITE,N,2016,11
561,BOSTON,1/2 bushel cartons,MINIATURE,2016-11-05,15.0,18.0,15.0,15.0,MASSACHUSETTS,sml,ORANGE,N,2016,11
562,CHICAGO,24 inch bins,HOWDEN TYPE,2017-09-16,200.0,225.0,200.0,225.0,CANADA,lge,ORANGE,N,2017,9
563,CHICAGO,24 inch bins,HOWDEN TYPE,2017-09-16,200.0,220.0,200.0,220.0,ILLINOIS,lge,ORANGE,N,2017,9
564,CHICAGO,24 inch bins,HOWDEN TYPE,2017-09-23,200.0,225.0,200.0,225.0,CANADA,lge,ORANGE,N,2017,9
565,CHICAGO,24 inch bins,HOWDEN TYPE,2017-09-23,200.0,220.0,200.0,220.0,ILLINOIS,lge,ORANGE,N,2017,9
566,CHICAGO,24 inch bins,HOWDEN TYPE,2017-09-30,200.0,225.0,200.0,225.0,CANADA,lge,ORANGE,N,2017,9
567,CHICAGO,24 inch bins,HOWDEN TYPE,2017-09-30,200.0,220.0,200.0,220.0,ILLINOIS,lge,ORANGE,N,2017,9
568,CHICAGO,36 inch bins,HOWDEN TYPE,2016-09-24,135.0,135.0,135.0,135.0,ILLINOIS,lge,ORANGE,N,2016,9
569,CHICAGO,36 inch bins,HOWDEN TYPE,2016-09-24,130.0,130.0,130.0,130.0,MICHIGAN,lge,ORANGE,N,2016,9
570,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-01,130.0,135.0,130.0,135.0,ILLINOIS,lge,ORANGE,N,2016,10
571,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-01,130.0,130.0,130.0,130.0,MICHIGAN,lge,ORANGE,N,2016,10
572,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-08,130.0,130.0,130.0,130.0,ILLINOIS,lge,ORANGE,N,2016,10
573,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-08,130.0,130.0,130.0,130.0,MICHIGAN,lge,ORANGE,N,2016,10
574,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-15,130.0,135.0,130.0,135.0,ILLINOIS,lge,ORANGE,N,2016,10
575,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-15,130.0,130.0,130.0,130.0,MICHIGAN,lge,ORANGE,N,2016,10
576,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-15,60.0,60.0,60.0,60.0,OHIO,xlge,ORANGE,N,2016,10
577,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-22,130.0,135.0,130.0,135.0,ILLINOIS,lge,ORANGE,N,2016,10
578,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-22,130.0,130.0,130.0,130.0,MICHIGAN,lge,ORANGE,N,2016,10
579,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-22,60.0,60.0,60.0,60.0,OHIO,xlge,ORANGE,N,2016,10
580,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-29,125.0,135.0,125.0,135.0,ILLINOIS,lge,ORANGE,N,2016,10
581,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-29,130.0,130.0,130.0,130.0,MICHIGAN,lge,ORANGE,N,2016,10
582,CHICAGO,36 inch bins,HOWDEN TYPE,2016-10-29,60.0,60.0,60.0,60.0,OHIO,xlge,ORANGE,N,2016,10
583,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-05,125.0,130.0,125.0,130.0,ILLINOIS,lge,ORANGE,N,2016,11
584,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-05,130.0,130.0,130.0,130.0,MICHIGAN,lge,ORANGE,N,2016,11
585,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-05,60.0,60.0,60.0,60.0,OHIO,xlge,ORANGE,N,2016,11
586,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-12,125.0,130.0,125.0,130.0,ILLINOIS,lge,ORANGE,N,2016,11
587,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-12,120.0,130.0,120.0,130.0,MICHIGAN,lge,ORANGE,N,2016,11
588,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-12,60.0,60.0,60.0,60.0,OHIO,xlge,ORANGE,N,2016,11
589,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-19,125.0,130.0,125.0,130.0,ILLINOIS,lge,ORANGE,N,2016,11
590,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-19,100.0,130.0,100.0,130.0,MICHIGAN,lge,ORANGE,N,2016,11
591,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-19,60.0,60.0,60.0,60.0,OHIO,xlge,ORANGE,N,2016,11
592,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-26,125.0,125.0,125.0,125.0,ILLINOIS,lge,ORANGE,N,2016,11
593,CHICAGO,36 inch bins,HOWDEN TYPE,2016-11-26,100.0,125.0,100.0,125.0,MICHIGAN,lge,ORANGE,N,2016,11
594,CHICAGO,36 inch bins,HOWDEN TYPE,2016-12-03,125.0,125.0,125.0,125.0,ILLINOIS,lge,ORANGE,N,2016,12
595,CHICAGO,36 inch bins,HOWDEN TYPE,2016-12-03,100.0,125.0,100.0,125.0,MICHIGAN,lge,ORANGE,N,2016,12
596,CHICAGO,36 inch bins,HOWDEN TYPE,2016-12-10,125.0,125.0,125.0,125.0,ILLINOIS,lge,ORANGE,N,2016,12
597,CHICAGO,36 inch bins,HOWDEN TYPE,2016-12-10,100.0,125.0,100.0,125.0,MICHIGAN,lge,ORANGE,N,2016,12
598,CHICAGO,36 inch bins,HOWDEN TYPE,2017-09-23,170.0,170.0,170.0,170.0,MICHIGAN,xlge,ORANGE,N,2017,9
599,CHICAGO,36 inch bins,HOWDEN TYPE,2017-09-30,170.0,170.0,170.0,170.0,MICHIGAN,xlge,ORANGE,N,2017,9
600,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,2017-09-02,200.0,200.0,200.0,200.0,ILLINOIS,med-lge,WHITE,N,2017,9
601,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,2017-09-09,200.0,200.0,200.0,200.0,ILLINOIS,med-lge,WHITE,N,2017,9
602,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,2017-09-16,200.0,200.0,200.0,200.0,ILLINOIS,med-lge,WHITE,N,2017,9
603,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,2017-09-23,200.0,200.0,200.0,200.0,ILLINOIS,med-lge,WHITE,N,2017,9
604,CHICAGO,24 inch bins,HOWDEN WHITE TYPE,2017-09-30,200.0,200.0,200.0,200.0,ILLINOIS,med-lge,WHITE,N,2017,9
605,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,2016-09-24,150.0,150.0,150.0,150.0,ILLINOIS,lge,WHITE,N,2016,9
606,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,2016-10-01,150.0,150.0,150.0,150.0,ILLINOIS,lge,WHITE,N,2016,10
607,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,2016-10-08,150.0,150.0,150.0,150.0,ILLINOIS,lge,WHITE,N,2016,10
608,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,2016-10-15,150.0,150.0,150.0,150.0,ILLINOIS,lge,WHITE,N,2016,10
609,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,2016-10-22,150.0,150.0,150.0,150.0,ILLINOIS,lge,WHITE,N,2016,10
610,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,2016-10-29,150.0,150.0,150.0,150.0,ILLINOIS,lge,WHITE,N,2016,10
611,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,2016-11-05,150.0,150.0,150.0,150.0,ILLINOIS,lge,WHITE,N,2016,11
612,CHICAGO,36 inch bins,HOWDEN WHITE TYPE,2016-11-12,150.0,150.0,150.0,150.0,ILLINOIS,lge,WHITE,N,2016,11
613,CHICAGO,36 inch bins,FAIRYTALE,2016-09-24,200.0,200.0,200.0,200.0,ILLINOIS,med,ORANGE,N,2016,9
614,CHICAGO,36 inch bins,FAIRYTALE,2016-10-01,200.0,200.0,200.0,200.0,ILLINOIS,med,ORANGE,N,2016,10
615,CHICAGO,36 inch bins,FAIRYTALE,2016-10-08,200.0,200.0,200.0,200.0,ILLINOIS,med,ORANGE,N,2016,10
616,CHICAGO,36 inch bins,FAIRYTALE,2016-10-15,200.0,200.0,200.0,200.0,ILLINOIS,med,ORANGE,N,2016,10
617,CHICAGO,36 inch bins,FAIRYTALE,2016-10-22,200.0,200.0,200.0,200.0,ILLINOIS,med,ORANGE,N,2016,10
618,CHICAGO,36 inch bins,FAIRYTALE,2016-10-29,200.0,200.0,200.0,200.0,ILLINOIS,med,ORANGE,N,2016,10
619,CHICAGO,36 inch bins,FAIRYTALE,2016-11-05,200.0,200.0,200.0,200.0,ILLINOIS,med,ORANGE,N,2016,11
620,CHICAGO,36 inch bins,FAIRYTALE,2016-11-12,185.0,200.0,185.0,200.0,ILLINOIS,med,ORANGE,N,2016,11
621,CHICAGO,36 inch bins,FAIRYTALE,2016-11-19,185.0,185.0,185.0,185.0,ILLINOIS,med,ORANGE,N,2016,11
622,CHICAGO,36 inch bins,FAIRYTALE,2016-11-26,185.0,185.0,185.0,185.0,ILLINOIS,med,ORANGE,N,2016,11
623,CHICAGO,36 inch bins,FAIRYTALE,2016-12-03,185.0,185.0,185.0,185.0,ILLINOIS,med,ORANGE,N,2016,12
624,CHICAGO,36 inch bins,FAIRYTALE,2016-12-10,185.0,185.0,185.0,185.0,ILLINOIS,med,ORANGE,N,2016,12
625,CHICAGO,36 inch bins,FAIRYTALE,2016-12-10,185.0,185.0,185.0,185.0,MICHIGAN,med,ORANGE,N,2016,12
626,CHICAGO,36 inch bins,FAIRYTALE,2017-01-07,185.0,185.0,185.0,185.0,MEXICO,lge,ORANGE,N,2017,1
627,CHICAGO,36 inch bins,FAIRYTALE,2017-01-14,185.0,185.0,185.0,185.0,MEXICO,lge,ORANGE,N,2017,1
628,CHICAGO,36 inch bins,FAIRYTALE,2017-01-21,185.0,185.0,185.0,185.0,MEXICO,lge,ORANGE,N,2017,1
629,CHICAGO,36 inch bins,FAIRYTALE,2017-01-28,185.0,185.0,185.0,185.0,MEXICO,lge,ORANGE,N,2017,1
630,CHICAGO,36 inch bins,FAIRYTALE,2017-02-04,210.0,225.0,210.0,225.0,MEXICO,lge,ORANGE,N,2017,2
631,CHICAGO,36 inch bins,FAIRYTALE,2017-02-11,210.0,225.0,210.0,225.0,MEXICO,lge,ORANGE,N,2017,2
632,CHICAGO,36 inch bins,FAIRYTALE,2017-02-18,215.0,225.0,215.0,225.0,MEXICO,lge,ORANGE,N,2017,2
633,CHICAGO,36 inch bins,FAIRYTALE,2017-02-25,210.0,215.0,210.0,215.0,MEXICO,lge,ORANGE,N,2017,2
634,CHICAGO,36 inch bins,FAIRYTALE,2017-03-04,210.0,210.0,210.0,210.0,MEXICO,lge,ORANGE,N,2017,3
635,CHICAGO,36 inch bins,FAIRYTALE,2017-03-11,210.0,210.0,210.0,210.0,MEXICO,lge,ORANGE,N,2017,3
636,CHICAGO,36 inch bins,FAIRYTALE,2017-03-18,210.0,210.0,210.0,210.0,MEXICO,lge,ORANGE,N,2017,3
637,CHICAGO,36 inch bins,FAIRYTALE,2017-03-25,210.0,210.0,210.0,210.0,MEXICO,lge,ORANGE,N,2017,3
638,CHICAGO,36 inch bins,FAIRYTALE,2017-04-01,210.0,210.0,210.0,210.0,MEXICO,lge,ORANGE,N,2017,4
